"","(Intercept)","FinFSLdat_AnnEsts","FinWestSST_AnnEsts","FinWestSST_SummerDat","FSL_months_Apr","FSLdat_Spring","s(Ages)","SST_West_Months_Jul","SST_West_Months_Jun","SST_West_Months_Oct","SST_West_Months_Sep","WestSST_Spring","WestSST_Winter","df","logLik","AICc","delta","weight"
"1340",-8.31344289387201,-6.72685339743732,2.06023948008032,NA,4.29353607069005,5.60743691189631,"+",NA,NA,0.195719746774727,NA,-1.0429452000691,NA,11,-3293.09368426533,6608.41713354371,2.89286092949715,0.0119049179441668
"3964",-8.05996219229798,-7.19327446008617,1.79643104881109,NA,3.73850686223651,6.56831865195088,"+",0.546433914631613,NA,0.479267006916645,0.975240488167275,-1.86848255968887,-0.677323383879015,14,-3290.05228151687,6608.47105518033,2.94678256611223,0.0115882397483305
"1916",-10.625404174624,-7.82627642604538,2.05589934028041,NA,3.8327755540662,6.75105841093028,"+",0.16692389586968,NA,0.503889486352607,0.853793472939483,-2.20934973066633,NA,13,-3291.08066198375,6608.47867357518,2.95440096095808,0.0115441818212893
"1148",-9.08193790872543,-6.25596970062071,1.74820739471735,NA,3.82909234902955,5.35498397886182,"+",0.265414390022516,NA,NA,NA,-0.733816956178847,NA,11,-3293.12781767592,6608.4854003649,2.96112775067922,0.0115054194026832
"3132",-9.39850346438866,-6.92913212574796,1.98574948752649,NA,4.17705933547827,5.6796207707404,"+",NA,NA,NA,NA,-0.856946107072272,0.151665952829844,11,-3293.18192974186,6608.59362449678,3.06935188256011,0.0108993822229078
"2172",-5.65380427662797,-4.78765313344944,1.14089400766987,NA,3.11088271130806,4.78576144028962,"+",0.695742105045752,NA,NA,NA,NA,-0.690526086376395,11,-3293.22864434602,6608.68705370509,3.16278109087398,0.0104019314648143
"1980",-9.58401444957461,-8.11518948556188,2.16149032560842,NA,4.09245593234044,7.13925580794654,"+",NA,-0.12923835153876,0.472170388044563,0.986027977445104,-2.18238421936567,NA,13,-3291.26905786098,6608.85546532964,3.33119271541818,0.00956189275510756
"124",-7.91770538169481,-5.16627858226243,1.0004602072946,NA,2.41422916883412,5.07370666544358,"+",0.30138514340217,NA,NA,NA,NA,NA,10,-3294.37773179895,6608.94676794572,3.42249533150607,0.00913519363234007
"2812",-4.27742843443883,-6.59762448512784,0.955255255998154,NA,3.26755660710588,5.4845757074693,"+",1.47960626435718,0.682064119146862,NA,0.636716048554515,NA,-2.62679865437546,13,-3291.35557606349,6609.02850173466,3.5042291204436,0.00876939213295154
"2684",-4.74884559259495,-5.24281492641682,0.878039871177208,NA,2.70575884752555,5.48127922388381,"+",0.858749908841944,NA,NA,0.526919038754462,NA,-1.11916639419391,12,-3292.3989587966,6609.06969459667,3.5454219824569,0.00859062129324566
"3648",-13.6786226254161,-7.91579577050686,2.1341423252912,0.251227306909038,3.77139293432388,6.41519128380243,"+",NA,NA,NA,0.761554811759526,-1.52247594602024,-0.11016720680363,13,-3291.41816731131,6609.15368423029,3.62941161607068,0.00823732984999644
"3196",-7.39616428760772,-5.67342953976655,1.57747303079304,NA,3.75272841274167,5.09573630081402,"+",0.503263656322146,NA,NA,NA,-0.487318455035358,-0.39529430664722,12,-3292.44944473707,6609.17066647763,3.64639386340878,0.00816768177720069
"4092",-7.44448008721673,-7.74134978159306,1.74469857553036,NA,3.94122540647166,6.45468881405285,"+",0.928681364244905,0.383098953592577,0.438888831829141,0.992376134891986,-1.6874733131977,-1.57010737172149,15,-3289.38380075831,6609.18681549041,3.66254287619449,0.00810199732013242
"3772",-9.75972458555892,-8.11794888891607,1.99754651546117,NA,4.10509944707879,7.01864469866559,"+",NA,-0.162824130280928,NA,0.808434678130529,-1.37860191853577,0.0618055821712312,13,-3291.47625317808,6609.26985596383,3.7455833496133,0.00777248845282575
"2300",-5.45874055646167,-5.65912812885007,1.23219264351805,NA,3.5578172927579,4.68784325734633,"+",1.10161845581951,0.471702365529341,NA,NA,NA,-1.67138868647377,12,-3292.5042682052,6609.28031341389,3.75604079966797,0.0077319543112169
"572",-7.47575995219535,-6.03350782833734,1.11803844455452,NA,2.57051147714903,5.69117772533964,"+",NA,NA,NA,0.166202965833221,NA,NA,10,-3294.62159384934,6609.43449204651,3.91021943229225,0.00715829866391369
"3712",-11.9653436755484,-6.40977172552984,1.67812944264116,0.289387492357568,3.21040211985486,5.67540279424678,"+",0.569926736224512,NA,NA,0.771634242205793,-1.12869345172523,-0.73195199445186,14,-3290.53747739288,6609.44144693235,3.91717431813686,0.00713344932001777
"64",-9.53574917721896,-5.29868235055512,1.19820784540324,0.170252787994911,2.37212146302476,4.99171932271291,"+",NA,NA,NA,NA,NA,NA,10,-3294.65809294717,6609.50749024216,3.98321762794058,0.00690173782191792
