Year,040018,040019,040033,040036,040045,040046,040055,040070,050085,050088,050099,050103,050110,050113,050116,050134,050184,050193,050255,050263,050289,060028,060083,060123
2006,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,11.9725,14.833,12.212
2004,,,,,,,,,11.343,19.00666667,13.0385,14.603,22.34,15.994,19.93433333,11.56,16.706,14.95166667,18.893,15.35133333,25.40933333,13.14333333,12.32266667,11.556
2003,22.57366667,10.616,23.418,16.35266667,17.525,16.71833333,15.39633333,11.343,10.53033333,16.07733333,8.786,16.67766667,20.65566667,16.82533333,19.41733333,13.02533333,15.984,17.87266667,18.71166667,14.87966667,15.36966667,11.26166667,13.53466667,10.00433333
2002,29.63266667,14.20866667,24.2025,15.655,22.992,14.075,19.14566667,10.53033333,11.167,16.21933333,10.46366667,16.253,14.63366667,15.99266667,17.85933333,10.95266667,16.343,13.61433333,14.424,16.55333333,19.90633333,12.10833333,14.91066667,13.412
2001,21.20633333,17.06333333,22.898,17.378,19.89233333,19.37266667,18.42466667,11.167,12.18966667,19.56866667,11.17166667,17.26866667,17.036,15.81933333,20.28866667,12.043,15.132,14.42133333,14.48,16.17433333,15.93733333,13.517,14.55666667,13.273
2000,13.104,17.57933333,21.8185,17.89233333,21.88933333,20.85566667,20.55033333,12.18966667,14.41466667,24.79266667,7.975333333,17.61166667,17.36933333,16.32566667,22.71466667,12.727,15.219,15.766,14.143,16.53833333,22.13033333,14.803,15.21766667,14.68566667
1999,25.74666667,20.34566667,21.045,17.15733333,21.50133333,16.31433333,22.56733333,14.41466667,12.05166667,22.65233333,12.333,17.25066667,20.85966667,17.971,20.986,14.36566667,16.067,17.43333333,18.11366667,18.91866667,20.53366667,10.368,14.74066667,14.675
1998,24.22733333,19.95733333,25.197,17.829,19.33533333,20.26866667,25.78933333,12.05166667,12.91966667,26.56766667,15.557,17.38133333,18.28433333,22.02666667,21.68066667,14.041,15.232,16.27666667,13.56733333,19.469,18.667,15.03433333,15.149,12.914
1997,22.69833333,10.916,23.125,15.23933333,18.77466667,22.052,20.245,12.91966667,14.888,27.945,12.95533333,17.90433333,19.65666667,17.84333333,23.52666667,13.901,13.52966667,17.59466667,14.967,19.67033333,17.79533333,17.10666667,14.31633333,14.99033333
1996,22.16733333,12.79,24.155,17.638,16.289,20.31633333,17.31,14.888,12.577,23.69633333,15.045,21.16966667,20.054,18.43733333,21.392,14.549,19.55966667,19.64633333,13.72533333,18.125,17.30266667,17.91733333,16.24166667,14.986
1995,17.24066667,11.444,21.528,18.142,20.48933333,19.21133333,14.584,12.577,14.508,20.28,15.311,16.54633333,19.54233333,19.145,19.15966667,12.95466667,16.94366667,18.13733333,14.376,16.13966667,20.885,17.57033333,14.167,14.648
1994,25.955,19.13566667,17.6335,18.99133333,16.54433333,18.91866667,16.987,14.508,13.809,14.80733333,15.49766667,18.464,18.15766667,15.35866667,23.95766667,14.46033333,14.94466667,18.10466667,23.90666667,16.64733333,17.542,14.98066667,13.12366667,12.31833333
1993,18.41,15.555,22.993,15.95,17.85666667,17.72633333,22.505,13.809,13.76333333,21.65733333,11.92333333,16.43966667,21.457,13.61466667,22.87866667,15.31233333,15.36333333,14.14233333,22.812,15.94033333,21.11933333,13.79533333,16.74966667,12.32233333
1992,21.998,13.16366667,16.249,20.23133333,17.047,17.90433333,18.24833333,13.76333333,13.46966667,18.59866667,11.83933333,15.74566667,19.69533333,17.25666667,19.43933333,12.959,14.71633333,17.781,20.62066667,15.59533333,20.623,17.22133333,14.85666667,11.97233333
1991,19.076,10.942,18.077,15.73033333,21.60366667,20.07866667,21.15833333,13.46966667,15.83966667,17.42666667,13.24566667,17.46066667,21.268,20.39433333,23.16666667,16.462,16.381,19.113,17.99933333,17.698,21.65433333,16.19366667,17.09366667,13.27533333
1990,25.921,11.45533333,23.352,18.95633333,20.59566667,20.08833333,20.06033333,15.83966667,13.79366667,20.02166667,13.66266667,16.25333333,18.84166667,17.39066667,23.737,14.638,16.59933333,16.774,16.48066667,15.149,16.92033333,16.86366667,20.373,12.852
1989,29.72966667,18.635,24.655,17.57633333,21.699,19.49066667,16.914,13.79366667,13.786,20.017,14.00466667,19.54,20.06066667,17.69566667,19.98666667,13.00733333,22.31733333,20.16,19.142,16.70133333,21.86033333,16.69333333,16.581,14.45866667
1988,17.75033333,17.09366667,18.42,17.57566667,18.105,15.984,21.24733333,13.786,16.27233333,15.25433333,15.82466667,19.93133333,18.658,15.00166667,19.55033333,15.25666667,19.99033333,18.72766667,25.12633333,18.76166667,19.13,18.57266667,15.54066667,12.96166667
1987,19.95633333,15.21733333,17.9825,16.28066667,15.584,24.92533333,19.24366667,16.27233333,14.344,12.64233333,13.17533333,16.64733333,16.046,17.43733333,20.367,13.53,16.96666667,23.58166667,25.344,14.77,21.506,15.937,15.37933333,11.20566667
1986,14.64533333,13.84966667,18.486,17.76833333,17.508,22.47733333,17.02966667,14.344,14.37066667,19.24266667,11.81333333,16.99,21.349,17.44566667,22.07033333,13.14533333,13.393,14.73233333,20.38133333,15.25533333,20.48566667,15.26366667,16.26866667,11.16166667
1985,24.227,17.12233333,17.2055,19.62766667,20.45033333,20.44833333,18.047,14.37066667,14.585,20.40533333,14.49266667,18.36033333,20.531,17.94633333,20.05866667,11.62933333,18.543,16.749,20.35933333,17.481,22.20833333,16.46766667,19.242,12.10733333
1984,16.085,17.49966667,20.456,19.62666667,24.82033333,19.57466667,21.60966667,14.585,16.76733333,22.54866667,11.91433333,19.22533333,19.863,14.992,22.844,15.40333333,16.96966667,19.005,25.33166667,18.359,19.46633333,19.904,16.99066667,14.569
1983,14.57866667,21.25233333,23.015,20.894,22.10833333,23.269,20.90333333,16.76733333,16.364,17.06866667,13.76966667,19.86633333,19.523,19.99366667,21.47033333,20.518,18.45433333,20.44,19.52933333,15.91933333,18.61,15.61833333,15.60333333,13.708
1982,13.80566667,19.455,16.0445,19.41866667,20.19666667,17.725,19.27466667,16.364,14.927,17.253,12.65533333,20.368,20.21833333,17.96433333,27.23166667,15.80066667,18.13233333,20.07433333,17.30433333,15.415,19.82866667,16.81533333,17.51166667,10.98066667
1981,16.07933333,12.29666667,21.177,16.049,18.337,16.74433333,19.295,14.927,16.55266667,16.862,13.22733333,16.56433333,20.60766667,19.94166667,25.37433333,18.88033333,13.65433333,16.56666667,20.77366667,15.72166667,22.34966667,18.282,16.65433333,15.74666667
1980,16.21566667,16.59866667,15.8165,19.03033333,22.55566667,19.44733333,17.024,16.55266667,16.52566667,15.40766667,14.57333333,21.38833333,19.06033333,16.14633333,19.54866667,13.77133333,17.49766667,18.601,15.607,17.244,20.958,18.465,19.601,10.98533333
1979,17.433,17.597,22.6925,14.95166667,23.08766667,17.63066667,23.606,16.52566667,16.42866667,18.44033333,14.155,21.62866667,20.97066667,16.00633333,23.45066667,15.07633333,17.86966667,19.99233333,19.39333333,18.187,20.87233333,16.218,14.91666667,12.04733333
